num_groups,sensitive_px,sensitive_py,row_fair_majority,row_fair_minority,col_fair_majority,col_fair_minority,run,num_iter,row_clus,col_clus,tau_x,tau_y,NMI_rows,AMI_rows,ARI_rows,NMI_cols,AMI_cols,ARI_cols,NMI_van_rows,AMI_van_rows,ARI_van_rows,NMI_van_cols,AMI_van_cols,ARI_van_cols,balance_bera_rows,balance_bera_cols,time
2,0.8,0.8,0.0,0.0,0.0,0.25,0,11,2,2,0.39502019903153573,0.39502019903153573,0.7129195166312857,0.7125808340528733,0.5287189355683933,0.730478220807379,0.7301656170240548,0.564063512639468,1.0,1.0,1.0,1.0,1.0,1.0,0.5142257857167022,0.58220416367904,0.038535118103027344
2,0.8,0.8,0.0,0.0,0.0,0.25,1,12,2,2,0.39502019903153573,0.39502019903153573,0.7129195166312857,0.7125808340528733,0.5287189355683933,0.730478220807379,0.7301656170240548,0.564063512639468,1.0,1.0,1.0,1.0,1.0,1.0,0.5142257857167022,0.58220416367904,0.039724111557006836
2,0.8,0.8,0.0,0.0,0.0,0.25,2,15,2,2,0.39502019903153573,0.39502019903153573,0.7129195166312857,0.7125808340528733,0.5287189355683933,0.730478220807379,0.7301656170240548,0.564063512639468,1.0,1.0,1.0,1.0,1.0,1.0,0.5142257857167022,0.58220416367904,0.046520233154296875
2,0.8,0.8,0.0,0.0,0.0,0.25,3,15,2,2,0.39502019903153573,0.39502019903153573,0.7129195166312857,0.7125808340528733,0.5287189355683933,0.730478220807379,0.7301656170240548,0.564063512639468,1.0,1.0,1.0,1.0,1.0,1.0,0.5142257857167022,0.58220416367904,0.04866456985473633
2,0.8,0.8,0.0,0.0,0.0,0.25,4,13,2,2,0.39502019903153573,0.39502019903153573,0.7129195166312857,0.7125808340528733,0.5287189355683933,0.730478220807379,0.7301656170240548,0.564063512639468,1.0,1.0,1.0,1.0,1.0,1.0,0.5142257857167022,0.58220416367904,0.0726168155670166
2,0.8,0.8,0.0,0.0,0.0,0.25,5,19,2,2,0.39502019903153573,0.39502019903153573,0.7129195166312857,0.7125808340528733,0.5287189355683933,0.730478220807379,0.7301656170240548,0.564063512639468,1.0,1.0,1.0,1.0,1.0,1.0,0.5142257857167022,0.58220416367904,0.07501935958862305
2,0.8,0.8,0.0,0.0,0.0,0.25,6,15,2,2,0.39502019903153573,0.39502019903153573,0.7129195166312857,0.7125808340528733,0.5287189355683933,0.730478220807379,0.7301656170240548,0.564063512639468,1.0,1.0,1.0,1.0,1.0,1.0,0.5142257857167022,0.58220416367904,0.07530760765075684
2,0.8,0.8,0.0,0.0,0.0,0.25,7,17,2,2,0.39502019903153573,0.39502019903153573,0.7129195166312857,0.7125808340528733,0.5287189355683933,0.730478220807379,0.7301656170240548,0.564063512639468,1.0,1.0,1.0,1.0,1.0,1.0,0.5142257857167022,0.58220416367904,0.07718539237976074
2,0.8,0.8,0.0,0.0,0.0,0.25,8,15,2,2,0.39502019903153573,0.39502019903153573,0.7129195166312857,0.7125808340528733,0.5287189355683933,0.730478220807379,0.7301656170240548,0.564063512639468,1.0,1.0,1.0,1.0,1.0,1.0,0.5142257857167022,0.58220416367904,0.055832624435424805
2,0.8,0.8,0.0,0.0,0.0,0.25,9,13,2,2,0.39502019903153573,0.39502019903153573,0.7129195166312857,0.7125808340528733,0.5287189355683933,0.730478220807379,0.7301656170240548,0.564063512639468,1.0,1.0,1.0,1.0,1.0,1.0,0.5142257857167022,0.58220416367904,0.04335284233093262
2,0.8,0.8,0.0,0.0,0.0,0.5,0,114,2,10,0.3547537476931311,0.18560575451575098,0.7129195166312857,0.7125808340528733,0.5287189355683933,0.5026740817398855,0.49895273121492684,0.3868172873396135,1.0,1.0,1.0,0.5414705096872005,0.5393731895604386,0.5968873113492852,0.5142257857167022,0.0,2.068068504333496
2,0.8,0.8,0.0,0.0,0.0,0.5,1,33,2,10,0.39740684955051614,0.21480978237208986,0.7129195166312857,0.7125808340528733,0.5287189355683933,0.5642473067684335,0.5609866914371784,0.4346184250935449,1.0,1.0,1.0,0.6201378562636608,0.6184003616503706,0.6401816770924773,0.5142257857167022,0.0,0.3199889659881592
2,0.8,0.8,0.0,0.0,0.0,0.5,2,113,2,10,0.38216040667449647,0.19194911583355148,0.7129195166312857,0.7125808340528733,0.5287189355683933,0.5045407210177615,0.500833338031597,0.3882949519235561,1.0,1.0,1.0,0.5414705096872005,0.5393731895604386,0.5968873113492852,0.5142257857167022,0.0,2.063364267349243
2,0.8,0.8,0.0,0.0,0.0,0.5,3,17,2,10,0.35654010816116355,0.18761879852350125,0.7129195166312857,0.7125808340528733,0.5287189355683933,0.5065048162714201,0.5028121300598151,0.38915182251069447,1.0,1.0,1.0,0.5414705096872005,0.5393731895604386,0.5968873113492852,0.5142257857167022,0.0,0.29492759704589844
2,0.8,0.8,0.0,0.0,0.0,0.5,4,19,2,10,0.38873576286942,0.19215271575809303,0.7129195166312857,0.7125808340528733,0.5287189355683933,0.5014953724336093,0.49776520195711665,0.38668613367831683,1.0,1.0,1.0,0.5414705096872005,0.5393731895604386,0.5968873113492852,0.5142257857167022,0.0,0.28366708755493164
2,0.8,0.8,0.0,0.0,0.0,0.5,5,15,2,10,0.3875913030218633,0.19178544654580534,0.7129195166312857,0.7125808340528733,0.5287189355683933,0.5014953724336093,0.49776520195711665,0.38668613367831683,1.0,1.0,1.0,0.5414705096872005,0.5393731895604386,0.5968873113492852,0.5142257857167022,0.0,0.20060086250305176
2,0.8,0.8,0.0,0.0,0.0,0.5,6,114,2,10,0.3974073634795474,0.2150548083190435,0.7129195166312857,0.7125808340528733,0.5287189355683933,0.5642473067684335,0.5609866914371784,0.4346184250935449,1.0,1.0,1.0,0.6201378562636608,0.6184003616503706,0.6401816770924773,0.5142257857167022,0.0,1.9804866313934326
2,0.8,0.8,0.0,0.0,0.0,0.5,7,14,2,10,0.37840675524274464,0.1894242482758243,0.7129195166312857,0.7125808340528733,0.5287189355683933,0.5003069974612572,0.49656793470775895,0.38593418602021584,1.0,1.0,1.0,0.5414705096872005,0.5393731895604386,0.5968873113492852,0.5142257857167022,0.0,0.19689202308654785
2,0.8,0.8,0.0,0.0,0.0,0.5,8,116,2,10,0.38867611786944983,0.1915166863099535,0.7129195166312857,0.7125808340528733,0.5287189355683933,0.5003069974612574,0.4965679347077592,0.38593418602021584,1.0,1.0,1.0,0.5414705096872006,0.5393731895604387,0.5968873113492852,0.5142257857167022,0.0,1.9708294868469238
2,0.8,0.8,0.0,0.0,0.0,0.5,9,13,2,10,0.39781576759753423,0.21839696771187608,0.7129195166312857,0.7125808340528733,0.5287189355683933,0.5764520521629303,0.5732827615224125,0.4396547256873376,1.0,1.0,1.0,0.620137856263661,0.6184003616503708,0.6401816770924773,0.5142257857167022,0.0,0.19865107536315918
2,0.8,0.8,0.0,0.0,0.0,0.75,0,18,2,10,0.32910480517422175,0.1082372817991424,0.7129195166312857,0.7125808340528733,0.5287189355683933,0.4719118163317081,0.4684218451855794,0.32842777269751583,1.0,1.0,1.0,0.42957545930110624,0.42732286101175265,0.3866193692459388,0.5142257857167022,0.0,0.34836435317993164
2,0.8,0.8,0.0,0.0,0.0,0.75,1,15,2,10,0.3789780186675954,0.12084073911201125,0.7129195166312857,0.7125808340528733,0.5287189355683933,0.46399526301270494,0.4604529738191089,0.32530914788559095,1.0,1.0,1.0,0.42957545930110624,0.42732286101175265,0.3866193692459388,0.5142257857167022,0.0,0.19234418869018555
2,0.8,0.8,0.0,0.0,0.0,0.75,2,15,2,10,0.39395732446305903,0.1478245136980864,0.7129195166312857,0.7125808340528733,0.5287189355683933,0.549771014237898,0.5467955904013981,0.4113264904254107,1.0,1.0,1.0,0.5223183351789473,0.5204319771696775,0.45182381920746034,0.5142257857167022,0.0,0.21461915969848633
2,0.8,0.8,0.0,0.0,0.0,0.75,3,16,2,10,0.39399587531157015,0.1510207558057071,0.7129195166312857,0.7125808340528733,0.5287189355683933,0.5412323077429294,0.5382004542414337,0.4064311945085104,1.0,1.0,1.0,0.5223183351789473,0.5204319771696775,0.45182381920746034,0.5142257857167022,0.0,0.21857690811157227
2,0.8,0.8,0.0,0.0,0.0,0.75,4,16,2,10,0.37697068925444915,0.12030952761834296,0.7129195166312857,0.7125808340528733,0.5287189355683933,0.46399526301270494,0.4604529738191089,0.32530914788559095,1.0,1.0,1.0,0.42957545930110624,0.42732286101175265,0.3866193692459388,0.5142257857167022,0.0,0.19089436531066895
2,0.8,0.8,0.0,0.0,0.0,0.75,5,15,2,10,0.3293478975552972,0.11007300542226188,0.7129195166312857,0.7125808340528733,0.5287189355683933,0.46399526301270494,0.4604529738191089,0.32530914788559095,1.0,1.0,1.0,0.42957545930110624,0.42732286101175265,0.3866193692459388,0.5142257857167022,0.0,0.25738096237182617
2,0.8,0.8,0.0,0.0,0.0,0.75,6,18,2,10,0.3938933212826986,0.15043820907176664,0.7129195166312857,0.7125808340528733,0.5287189355683933,0.5412323077429294,0.5382004542414337,0.4064311945085104,1.0,1.0,1.0,0.5223183351789473,0.5204319771696774,0.45182381920746034,0.5142257857167022,0.0,0.25309205055236816
2,0.8,0.8,0.0,0.0,0.0,0.75,7,20,2,10,0.3938646384570615,0.1506097184409346,0.7129195166312857,0.7125808340528733,0.5287189355683933,0.5412323077429294,0.5382004542414337,0.4064311945085104,1.0,1.0,1.0,0.5223183351789473,0.5204319771696775,0.45182381920746034,0.5142257857167022,0.0,0.15792036056518555
2,0.8,0.8,0.0,0.0,0.0,0.75,8,14,2,10,0.34065571238179954,0.11266766584766512,0.7129195166312857,0.7125808340528733,0.5287189355683933,0.46399526301270494,0.4604529738191089,0.32530914788559095,1.0,1.0,1.0,0.42957545930110624,0.42732286101175265,0.3866193692459388,0.5142257857167022,0.0,0.1503138542175293
2,0.8,0.8,0.0,0.0,0.0,0.75,9,17,2,10,0.37680058732121785,0.11861584904992889,0.7129195166312857,0.7125808340528733,0.5287189355683933,0.4719118163317081,0.4684218451855794,0.32842777269751583,1.0,1.0,1.0,0.42957545930110624,0.42732286101175265,0.3866193692459388,0.5142257857167022,0.0,0.22004485130310059
2,0.8,0.8,0.0,0.0,0.0,1.0,0,16,2,10,0.31959530770590433,0.07124274102680324,0.7129195166312857,0.7125808340528733,0.5287189355683933,0.4949234407019942,0.4918375005418826,0.36064448007609945,1.0,1.0,1.0,0.3869207920510853,0.3847124411477622,0.2503161889824446,0.5142257857167022,0.0,0.19790911674499512
2,0.8,0.8,0.0,0.0,0.0,1.0,1,17,2,10,0.31214558070385645,0.07147055556900939,0.7129195166312857,0.7125808340528733,0.5287189355683933,0.4981961281941736,0.49513018365171174,0.34579083655868675,1.0,1.0,1.0,0.3869207920510853,0.3847124411477622,0.2503161889824446,0.5142257857167022,0.0,0.33811402320861816
2,0.8,0.8,0.0,0.0,0.0,1.0,2,16,2,10,0.320592911011773,0.0735454949780819,0.7129195166312857,0.7125808340528733,0.5287189355683933,0.4981961281941736,0.49513018365171174,0.34579083655868675,1.0,1.0,1.0,0.3869207920510853,0.3847124411477622,0.2503161889824446,0.5142257857167022,0.0,0.19921493530273438
2,0.8,0.8,0.0,0.0,0.0,1.0,3,19,2,10,0.4002410252319103,0.11940580158676767,0.7129195166312857,0.7125808340528733,0.5287189355683933,0.5779885707156904,0.5754101457350012,0.46717545024937096,1.0,1.0,1.0,0.4852594924405483,0.48340536388732447,0.33016593978266967,0.5142257857167022,0.0,0.2505197525024414
2,0.8,0.8,0.0,0.0,0.0,1.0,4,17,2,10,0.4002410252319103,0.11940580158676767,0.7129195166312857,0.7125808340528733,0.5287189355683933,0.5779885707156904,0.5754101457350012,0.46717545024937096,1.0,1.0,1.0,0.4852594924405483,0.48340536388732447,0.33016593978266967,0.5142257857167022,0.0,0.14589571952819824
2,0.8,0.8,0.0,0.0,0.0,1.0,5,17,2,10,0.31614903350669155,0.07273112854568783,0.7129195166312857,0.7125808340528733,0.5287189355683933,0.4981961281941736,0.49513018365171174,0.34579083655868675,1.0,1.0,1.0,0.3869207920510853,0.3847124411477622,0.2503161889824446,0.5142257857167022,0.0,0.1377570629119873
2,0.8,0.8,0.0,0.0,0.0,1.0,6,17,2,10,0.3178893555960406,0.07295601073082787,0.7129195166312857,0.7125808340528733,0.5287189355683933,0.4981961281941736,0.49513018365171174,0.34579083655868675,1.0,1.0,1.0,0.3869207920510853,0.3847124411477622,0.2503161889824446,0.5142257857167022,0.0,0.20027732849121094
2,0.8,0.8,0.0,0.0,0.0,1.0,7,17,2,10,0.40030293447544035,0.12160264480204688,0.7129195166312857,0.7125808340528733,0.5287189355683933,0.58126125820787,0.5787028288448305,0.45232180673195826,1.0,1.0,1.0,0.4852594924405483,0.48340536388732447,0.33016593978266967,0.5142257857167022,0.0,0.15804290771484375
2,0.8,0.8,0.0,0.0,0.0,1.0,8,17,2,10,0.4002472326780499,0.12082840242466203,0.7129195166312857,0.7125808340528733,0.5287189355683933,0.5815300166495201,0.578973229359258,0.474123122217193,1.0,1.0,1.0,0.4894521204491353,0.4876130940127832,0.3353735322261626,0.5142257857167022,0.0,0.19673514366149902
2,0.8,0.8,0.0,0.0,0.0,1.0,9,15,2,10,0.31959530770590433,0.07124274102680324,0.7129195166312857,0.7125808340528733,0.5287189355683933,0.4949234407019942,0.4918375005418826,0.36064448007609945,1.0,1.0,1.0,0.3869207920510853,0.3847124411477622,0.2503161889824446,0.5142257857167022,0.0,0.16820001602172852
2,0.8,0.8,0.0,0.0,0.25,0.0,0,14,2,2,0.39502019903153573,0.39502019903153573,0.7129195166312857,0.7125808340528733,0.5287189355683933,0.730478220807379,0.7301656170240548,0.564063512639468,1.0,1.0,1.0,1.0,1.0,1.0,0.5142257857167022,0.58220416367904,0.04466509819030762
2,0.8,0.8,0.0,0.0,0.25,0.0,1,15,2,2,0.39502019903153573,0.39502019903153573,0.7129195166312857,0.7125808340528733,0.5287189355683933,0.730478220807379,0.7301656170240548,0.564063512639468,1.0,1.0,1.0,1.0,1.0,1.0,0.5142257857167022,0.58220416367904,0.04697537422180176
2,0.8,0.8,0.0,0.0,0.25,0.0,2,14,2,2,0.39502019903153573,0.39502019903153573,0.7129195166312857,0.7125808340528733,0.5287189355683933,0.730478220807379,0.7301656170240548,0.564063512639468,1.0,1.0,1.0,1.0,1.0,1.0,0.5142257857167022,0.58220416367904,0.045293331146240234
2,0.8,0.8,0.0,0.0,0.25,0.0,3,14,2,2,0.39502019903153573,0.39502019903153573,0.7129195166312857,0.7125808340528733,0.5287189355683933,0.730478220807379,0.7301656170240548,0.564063512639468,1.0,1.0,1.0,1.0,1.0,1.0,0.5142257857167022,0.58220416367904,0.047467708587646484
2,0.8,0.8,0.0,0.0,0.25,0.0,4,16,2,2,0.39502019903153573,0.39502019903153573,0.7129195166312857,0.7125808340528733,0.5287189355683933,0.730478220807379,0.7301656170240548,0.564063512639468,1.0,1.0,1.0,1.0,1.0,1.0,0.5142257857167022,0.58220416367904,0.08472967147827148
2,0.8,0.8,0.0,0.0,0.25,0.0,5,15,2,2,0.39502019903153573,0.39502019903153573,0.7129195166312857,0.7125808340528733,0.5287189355683933,0.730478220807379,0.7301656170240548,0.564063512639468,1.0,1.0,1.0,1.0,1.0,1.0,0.5142257857167022,0.58220416367904,0.047274112701416016
2,0.8,0.8,0.0,0.0,0.25,0.0,6,14,2,2,0.39502019903153573,0.39502019903153573,0.7129195166312857,0.7125808340528733,0.5287189355683933,0.730478220807379,0.7301656170240548,0.564063512639468,1.0,1.0,1.0,1.0,1.0,1.0,0.5142257857167022,0.58220416367904,0.04580426216125488
2,0.8,0.8,0.0,0.0,0.25,0.0,7,15,2,2,0.39502019903153573,0.39502019903153573,0.7129195166312857,0.7125808340528733,0.5287189355683933,0.730478220807379,0.7301656170240548,0.564063512639468,1.0,1.0,1.0,1.0,1.0,1.0,0.5142257857167022,0.58220416367904,0.0759437084197998
2,0.8,0.8,0.0,0.0,0.25,0.0,8,13,2,2,0.39502019903153573,0.39502019903153573,0.7129195166312857,0.7125808340528733,0.5287189355683933,0.730478220807379,0.7301656170240548,0.564063512639468,1.0,1.0,1.0,1.0,1.0,1.0,0.5142257857167022,0.58220416367904,0.04329037666320801
2,0.8,0.8,0.0,0.0,0.25,0.0,9,17,2,2,0.39502019903153573,0.39502019903153573,0.7129195166312857,0.7125808340528733,0.5287189355683933,0.730478220807379,0.7301656170240548,0.564063512639468,1.0,1.0,1.0,1.0,1.0,1.0,0.5142257857167022,0.58220416367904,0.10348248481750488
2,0.8,0.8,0.0,0.0,0.25,0.25,0,16,2,2,0.39502019903153573,0.39502019903153573,0.7129195166312857,0.7125808340528733,0.5287189355683933,0.730478220807379,0.7301656170240548,0.564063512639468,1.0,1.0,1.0,1.0,1.0,1.0,0.5142257857167022,0.58220416367904,0.07645964622497559
2,0.8,0.8,0.0,0.0,0.25,0.25,1,14,2,2,0.39502019903153573,0.39502019903153573,0.7129195166312857,0.7125808340528733,0.5287189355683933,0.730478220807379,0.7301656170240548,0.564063512639468,1.0,1.0,1.0,1.0,1.0,1.0,0.5142257857167022,0.58220416367904,0.046686410903930664
2,0.8,0.8,0.0,0.0,0.25,0.25,2,13,2,2,0.39502019903153573,0.39502019903153573,0.7129195166312857,0.7125808340528733,0.5287189355683933,0.730478220807379,0.7301656170240548,0.564063512639468,1.0,1.0,1.0,1.0,1.0,1.0,0.5142257857167022,0.58220416367904,0.0429534912109375
2,0.8,0.8,0.0,0.0,0.25,0.25,3,15,2,2,0.39502019903153573,0.39502019903153573,0.7129195166312857,0.7125808340528733,0.5287189355683933,0.730478220807379,0.7301656170240548,0.564063512639468,1.0,1.0,1.0,1.0,1.0,1.0,0.5142257857167022,0.58220416367904,0.04671025276184082
2,0.8,0.8,0.0,0.0,0.25,0.25,4,12,2,2,0.39502019903153573,0.39502019903153573,0.7129195166312857,0.7125808340528733,0.5287189355683933,0.730478220807379,0.7301656170240548,0.564063512639468,1.0,1.0,1.0,1.0,1.0,1.0,0.5142257857167022,0.58220416367904,0.04139828681945801
2,0.8,0.8,0.0,0.0,0.25,0.25,5,15,2,2,0.39502019903153573,0.39502019903153573,0.7129195166312857,0.7125808340528733,0.5287189355683933,0.730478220807379,0.7301656170240548,0.564063512639468,1.0,1.0,1.0,1.0,1.0,1.0,0.5142257857167022,0.58220416367904,0.07251811027526855
2,0.8,0.8,0.0,0.0,0.25,0.25,6,15,2,2,0.39502019903153573,0.39502019903153573,0.7129195166312857,0.7125808340528733,0.5287189355683933,0.730478220807379,0.7301656170240548,0.564063512639468,1.0,1.0,1.0,1.0,1.0,1.0,0.5142257857167022,0.58220416367904,0.07399225234985352
2,0.8,0.8,0.0,0.0,0.25,0.25,7,14,2,2,0.39502019903153573,0.39502019903153573,0.7129195166312857,0.7125808340528733,0.5287189355683933,0.730478220807379,0.7301656170240548,0.564063512639468,1.0,1.0,1.0,1.0,1.0,1.0,0.5142257857167022,0.58220416367904,0.04557180404663086
2,0.8,0.8,0.0,0.0,0.25,0.25,8,14,2,2,0.39502019903153573,0.39502019903153573,0.7129195166312857,0.7125808340528733,0.5287189355683933,0.730478220807379,0.7301656170240548,0.564063512639468,1.0,1.0,1.0,1.0,1.0,1.0,0.5142257857167022,0.58220416367904,0.04780745506286621
2,0.8,0.8,0.0,0.0,0.25,0.25,9,14,2,2,0.39502019903153573,0.39502019903153573,0.7129195166312857,0.7125808340528733,0.5287189355683933,0.730478220807379,0.7301656170240548,0.564063512639468,1.0,1.0,1.0,1.0,1.0,1.0,0.5142257857167022,0.58220416367904,0.04556417465209961
2,0.8,0.8,0.0,0.0,0.25,0.5,0,19,2,10,0.3586815285690502,0.14706874200873965,0.7129195166312857,0.7125808340528733,0.5287189355683933,0.4916418701289415,0.488203648026319,0.34860088251764976,1.0,1.0,1.0,0.489157319744253,0.4870835843068726,0.4831452207923113,0.5142257857167022,0.23123169415754588,0.27229833602905273
2,0.8,0.8,0.0,0.0,0.25,0.5,1,14,2,10,0.39032151621720557,0.16852652678494331,0.7129195166312857,0.7125808340528733,0.5287189355683933,0.5173228249949178,0.514058293095025,0.38703720511667467,1.0,1.0,1.0,0.5346805322338958,0.5327915955664926,0.5147521230798866,0.5142257857167022,0.23123169415754588,0.16716480255126953
2,0.8,0.8,0.0,0.0,0.25,0.5,2,22,2,10,0.39233858271459415,0.16732106006757982,0.7129195166312857,0.7125808340528733,0.5287189355683933,0.510964332288771,0.5076567954502789,0.3825682929676014,1.0,1.0,1.0,0.5346805322338959,0.5327915955664927,0.5147521230798866,0.5142257857167022,0.23123169415754588,0.19924545288085938
2,0.8,0.8,0.0,0.0,0.25,0.5,3,113,2,10,0.3886214774189985,0.1667074343927648,0.7129195166312857,0.7125808340528733,0.5287189355683933,0.5116671314841627,0.5083643479476938,0.38164876371882095,1.0,1.0,1.0,0.5331189593729745,0.5312236835935416,0.5134351688179043,0.5142257857167022,0.23123169415754588,1.8314366340637207
2,0.8,0.8,0.0,0.0,0.25,0.5,4,20,2,10,0.38029736474325676,0.15017505768522418,0.7129195166312857,0.7125808340528733,0.5287189355683933,0.47522218059018845,0.47167290579425175,0.3452721866370644,1.0,1.0,1.0,0.489157319744253,0.4870835843068726,0.4831452207923113,0.5142257857167022,0.23123169415754588,0.3291454315185547
2,0.8,0.8,0.0,0.0,0.25,0.5,5,116,2,10,0.3578428984843471,0.14812310114921992,0.7129195166312857,0.7125808340528733,0.5287189355683933,0.4973509788413615,0.4939513696429258,0.35168130550106447,1.0,1.0,1.0,0.489157319744253,0.4870835843068726,0.4831452207923113,0.5142257857167022,0.23123169415754588,1.991227626800537
2,0.8,0.8,0.0,0.0,0.25,0.5,6,113,2,10,0.3922213023671865,0.16731430629600083,0.7129195166312857,0.7125808340528733,0.5287189355683933,0.510964332288771,0.5076567954502789,0.3825682929676014,1.0,1.0,1.0,0.5346805322338958,0.5327915955664926,0.5147521230798866,0.5142257857167022,0.23123169415754588,1.9627106189727783
2,0.8,0.8,0.0,0.0,0.25,0.5,7,18,2,10,0.39282293077931574,0.16789301860604205,0.7129195166312857,0.7125808340528733,0.5287189355683933,0.5125803412166601,0.509283734069831,0.383910805670821,1.0,1.0,1.0,0.5346805322338958,0.5327915955664926,0.5147521230798866,0.5142257857167022,0.23123169415754588,0.21732854843139648
2,0.8,0.8,0.0,0.0,0.25,0.5,8,17,2,10,0.38917267052969345,0.15216966223107573,0.7129195166312857,0.7125808340528733,0.5287189355683933,0.4748408197217192,0.4712889656351407,0.3459526382811619,1.0,1.0,1.0,0.489157319744253,0.4870835843068726,0.4831452207923113,0.5142257857167022,0.23123169415754588,0.27632737159729004
2,0.8,0.8,0.0,0.0,0.25,0.5,9,115,2,10,0.39058779305513663,0.15351102223249113,0.7129195166312857,0.7125808340528733,0.5287189355683933,0.4786421521599124,0.4751160079507617,0.34874800719745463,1.0,1.0,1.0,0.489157319744253,0.4870835843068726,0.4831452207923113,0.5142257857167022,0.23123169415754588,2.1148183345794678
2,0.8,0.8,0.0,0.0,0.25,0.75,0,114,2,10,0.369047537941187,0.09085312855930575,0.7129195166312857,0.7125808340528733,0.5287189355683933,0.3762972487466673,0.3724591050764484,0.24983887861723614,1.0,1.0,1.0,0.37686493054249054,0.37460128820916916,0.3000088692803283,0.5142257857167022,0.3355126542678116,2.234926223754883
2,0.8,0.8,0.0,0.0,0.25,0.75,1,18,2,10,0.37611127571930786,0.11075970366291292,0.7129195166312857,0.7125808340528733,0.5287189355683933,0.4249713100285557,0.4214326969277267,0.31269883854297265,1.0,1.0,1.0,0.43456438543049897,0.43251034601490096,0.34776043489186215,0.5142257857167022,0.3355126542678116,0.25150513648986816
2,0.8,0.8,0.0,0.0,0.25,0.75,2,114,2,10,0.36769857296046826,0.0896400532455793,0.7129195166312857,0.7125808340528733,0.5287189355683933,0.3724321235945003,0.3685701947067117,0.24956231059744977,1.0,1.0,1.0,0.37686493054249054,0.37460128820916916,0.3000088692803283,0.5142257857167022,0.3355126542678116,1.9801685810089111
2,0.8,0.8,0.0,0.0,0.25,0.75,3,15,2,10,0.3756361092931655,0.10423794348576612,0.7129195166312857,0.7125808340528733,0.5287189355683933,0.40511161539052426,0.401450789647352,0.2852198302913386,1.0,1.0,1.0,0.4135231101848434,0.41139263481863425,0.3271111092220097,0.5142257857167022,0.3355126542678116,0.2976703643798828
