RevId,firstname,helpfulVotes,totalVotes,RevText,rating,RevTitle,Unix.RevTime,month,year,Category,gender,genderprobability,female,male,helpfulnessT,reviewwords,titlewords
A2WXXGXDBIOUCH,sally,0,2,"Purchased this to go with the saw for my son. He found out as did so many others that it doesn't fit with it; De Walt really messed with this one. We've noticed that several others have made the same complaint. We of course, returned it.",1,Don't buy this!,1390521600,1,2014,Home and Tools,female,0.99,1,0,0,46,3
A1WVGVL8FVZYDR,susan,0,1,Like all the other books that have read so far by Danny Prolux...great how to with simple and easy to follow step by step instructions and good range of projects.,5,Great How To On Pocket Holes,1391126400,1,2014,Home and Tools,female,1,1,0,0,30,6
A1DV6FO6CPD432,susan,0,1,Bought as a gift for my son he loved it with the long cord and on a reel and being grounded he was very happy with it,5,You will be very happy with this,1388707200,1,2014,Home and Tools,female,1,1,0,0,27,7
A1KGLMSJ092893,susan,0,2,This broke within a few weeks of using it. Dont buy it. It's a waste of money. Believe me I know,1,Cheap,1391040000,1,2014,Home and Tools,female,1,1,0,0,21,1
A3SSQL2M71LTP0,trudi,0,1,Not much to say about this.  It's sand paper and it works well enough to sand coconuts which is what I use it for.,5,Serves its intended purpose.,1390348800,1,2014,Home and Tools,female,1,1,0,0,24,4
A1MV6ABN0MGGVZ,wende,0,1,"I purchased my Big Buddy from a different store.  Actually, the first one I purchased had to be returned because it was defective.  I am on my second one.  My Big Buddy is Black and Green.  Not sure if that means anything since it is made by the same company and the company says it is the same heater as the Black and Red, or the Black, Yellow and Red.At first I thought it was a great heater.  Now I would like to take a sledge hammer to it.EVERY time I have to change to a new tank, I cannot get it to light.  I have to keep trying to light it until I succeed.  At this moment I have been trying to get it to light for over an hour without success.I emailed the company and got a reply that it is finicky and to do some procedures.  Well, nothing that I was told to do has worked.Unfortunately, it is too late to return this one because it's past the store's return policy.",1,PIECE OF JUNK!!!!!!!,1389398400,1,2014,Home and Tools,female,1,1,0,0,174,3
A2WU0H9WFQ4XUL,wendy,0,1,Didn't realize that the lock was not TSA approved but we are using it for other things so all was used,4,Dissapointed,1389398400,1,2014,Home and Tools,female,0.99,1,0,0,21,1
A372AKXNZ0ED15,angela,0,1,"This was really cool for about a week, then something came loose inside and the plug won't go in and stay. Doesn't work at all now",1,neat for a short time,1388707200,1,2014,Home and Tools,female,1,1,0,0,26,5
AN1C2QEQDAR8H,brooke,0,1,It works but its nothing more than an air filter. Haven't noticed any benefits to buying this more expensive filter.,4,May not be worth the extra money,1388707200,1,2014,Home and Tools,female,0.99,1,0,0,20,7
A2S0V82P8N0873,carrie,0,1,"They are batteries. How can you go wrong? As far as I know, they are fine. They were a gift though, so I didn't use them myself.",5,gift,1390435200,1,2014,Home and Tools,female,1,1,0,0,27,1
A1YOHY1JW70037,cassie,0,1,My husband uses his pocket knifed until they fall apart and always loses his different sharpeners. I bought this for him for Christmas and he loves it! It fits perfectly in the card slots of his wallet so he always has it on his person. It is a bit heavy so wear a belt if your pants are loose!,5,perfect gift for my husband,1388707200,1,2014,Home and Tools,female,1,1,0,0,59,5
A3690GK55GLAVE,gloria,0,1,Great product.  This is the third one of these we have purchased.  Two have been for gifts to our son and son-in-law.  Will buy another when needed.,5,Bernzomatic 19425 Outdoor Torch.,1389052800,1,2014,Home and Tools,female,1,1,0,0,27,4
A1FBZA24DGJW77,karina,0,1,Its fully functioning and serves its purpose needs some wear and tear because at 1st its so firm that in the cold weather it makes iit a little force tot move between the sizes....I use mine everyday and it took some wd40 and about 1 month to start and loosen it up.,3,surves it purpose,1388707200,1,2014,Home and Tools,female,1,1,0,0,52,3
AOWZ0UMX8J7B7,marcia,0,1,So far this photoelectric sensor has not gone off every time I boil water. That is a huge plus. We won't be tempted to disarm this one and are therefore safer in case of a real emergency.,4,Easy to install,1390953600,1,2014,Home and Tools,female,1,1,0,0,37,3
A93VG4YQX34EK,regina,0,1,Easy to use.  Works every time. Easy to install. Just plug in and go.  Would have liked a string or clip or a way to attach to furniture.  Needed it to be handy within my husbands reach.,5,easy,1390521600,1,2014,Home and Tools,female,1,1,0,0,37,1
A2458GOPCX10QL,sharon,0,1,They are well made and come in different sizes they are a good buyGood for home projects and craft work,5,"Stanley 60-060 Standard Fluted Screwdriver Set, 6-Piece",1388966400,1,2014,Home and Tools,female,0.99,1,0,0,20,7
A28ZLU4AHYEPT2,abigail,0,1,"I really don't remember what I needed this product for. It was for a craft product I was doing, but I don't remember why.",3,Fiskars 8511 6984 PowerGrip Hand Drill,1390953600,1,2014,Home and Tools,female,1,1,0,0,24,6
A1H1MHI1I1EM8E,barbara,0,1,"I  got it in case the power go's out this winter.i did try it and I really like it.it is so easy to use,think everyone should have mr.heater on hand.",4,mr.heater,1389398400,1,2014,Home and Tools,female,1,1,0,0,30,1
A3VTEZ02H2NP64,carolyn,0,4,I put it on white marble and I have no idea if it sealed it but does not do anything for the look.,2,Stone tech,1389484800,1,2014,Home and Tools,female,1,1,0,0,23,2
A3VZA40GJQR7A0,claudia,0,1,"good for just enough light to see, i imagine burgulars would love it !!!!!!!!!very stealthy,people couldn't see you enjoy",4,stealthy,1390521600,1,2014,Home and Tools,female,1,1,0,0,19,1
A15PTQP4PPWUM,cynthia,0,1,"This item was just as described - simple, useful, and inexpensive.  We use it for general woodworking, painting, and shop chores.  The fabric seems durable but we have only been using it for a month, so we'll see how it holds up.",5,Good apron!,1389916800,1,2014,Home and Tools,female,1,1,0,0,42,2
A2UD8SD6J6IR97,jessica,0,1,"It's way too long! Could work for some people, but not for me. My husband says LED flashlights are way more powerful anyways..On the bright side it came in the mail pretty fast!",2,Buy an LED flashlight!,1389052800,1,2014,Home and Tools,female,1,1,0,0,33,4
A14LFRBSKBB6GH,manuela,0,1,I used a couple of times it works great. Very versatile and it will help when you get in a tight spot.,5,Works Great,1390348800,1,2014,Home and Tools,female,1,1,0,0,22,2
A396QXTDWLNED6,theresa,0,1,This drill was great to use at the beach to drill a hole in the sand for our umbrella.  It worked like a charm!,5,This was great for the beach,1390176000,1,2014,Home and Tools,female,1,1,0,0,24,6
A31XV9VRU9Z4PM,daniella,0,2,You have to screw and unscrew from the handle in order to have the blade exposed or sheathed. Super annoying and quite unsafe to leave it sticking out. Do yourself a favor and spend the extra cash to get one with a retractable blade.,2,Great blade but does not retract,1390521600,1,2014,Home and Tools,female,1,1,0,0,44,6
A5AXASLO6LDMH,jennifer,0,1,My husband has been looking at this product for quit some time he has finally came to the conclusion that I have to many honey do's and this will help him.,5,tool,1390867200,1,2014,Home and Tools,female,1,1,0,0,31,1
A372MOR9J14OJS,jennifer,0,1,"I hesitated before buying this after reading reviews about the black oxide coating coming off. I finally found a review where a guy wiped his down with a dryer sheet, and was quite pleased with the results. So, I went ahead and placed my order, because I really liked the coloring of this.When it came, I ripped it open and started unfolding, and immediately noticed my hands turning black. So, I wiped mine down with a dryer sheet and then a paper towel, and problem solved! I will still OCCASIONALLY get a small black mark on my hand, but nothing like it was when they were right out of the box.The coloring does not affect usage at all, it really just comes down to personal preference. If you feel like you don't want to sit for 3 minutes and wipe it down, get the plain silver one. If you want black, have a box of dryer sheets, and have 3 minutes to spare, get this one!",5,"Yes, the black oxide coating will come off",1388620800,1,2014,Home and Tools,female,1,1,0,0,166,8
A1EEGAC1YMJSC3,kathleen,0,1,"I really like the lighting form GE Reveal light bulbs.  It really does make colors look more true.  Unfortunately, I ordered the wrong size!  But I will purchase the correct ones soon.",5,Reveal Floodlight,1390176000,1,2014,Home and Tools,female,1,1,0,0,32,2
A2EM2JPODF9D30,kimberly,0,1,Dries fast.  Slight sticky even after drying.  but for the price I can't complain.  I will order more over another product I like better simply because it's half the cost.,4,"slightly sticky when dry, but overall pretty good",1389571200,1,2014,Home and Tools,female,1,1,0,0,30,8
A1LB0ZAWX8CNGI,kimberly,0,1,I ordered this for my 9 yr. old son for Christmas because I had one as a young kid and thought it was very neat. He loved it!!! Good quality and lots of enjoyment!,5,Very Cool,1389052800,1,2014,Home and Tools,female,1,1,0,0,34,2
AVODU5MWZJTCJ,michelle,0,1,Got these for my son's drill.  Since him an his finance have a lot of remodeling to do in their home they live in.  I also got him a Table saw that was in the table so they can accomplish even more remodeling this year.  Plus this way he can hang some shelves in the basement for me as well so I can store my totes that are down there as well. Sort of dual purpose gifting!,5,Christmas Gift,1389139200,1,2014,Home and Tools,female,1,1,0,0,77,2
A2YZ6FMTA31HC8,paulette,0,1,"A birthday gift for my grandson. He absolutely love s it.  Budding junior scientist it was just the ticket to spur his curiosity, and the price was right.",5,Great. Plasma globe,1389052800,1,2014,Home and Tools,female,1,1,0,0,28,3
A1G231SA62P9BJ,virginia,0,1,"I was hoping to find something of the quality of the old yellow &#34;Widget&#34; that we used to buy in the 70s.  We used it primarily to scrape the creosote from our glass door of the wood burning stove.  Sorry to say this, but it does not compare.  Much flimsier.  Stanley would do good to try and remake the old model.  I suppose it will work for some things, just was disappointed in the quality as compared to the old one, so could only give it 3 stars.  If you don't know the quality of the old Widget (that was probably made in the USA), then you might not be disappointed.",3,stanley mini-razor scraper,1389916800,1,2014,Home and Tools,female,1,1,0,0,111,3
A3O26UN9OGPDA6,annabelle,0,1,"We have a modern faucet fixture that the Culligan faucet filter would not fit, so sadly have to return it. Probably would have worked well according to what I read in the other reviews.",3,"unfortunately it did not fit on my faucet, had to return",1390176000,1,2014,Home and Tools,female,1,1,0,0,34,11
A1ZBHVQGS4DIVH,christine,0,2,I should have talked to the electrician - this did not work on a three-way switch. A 3-day switch IS available.,3,Order the correct one!,1389916800,1,2014,Home and Tools,female,1,1,0,0,21,4
A30FJZSTOMI39F,ann,0,2,"Good small vac for autos, stairs and around the house.  Stable stand, long cord and hose.  On/off switch is awkward.  Much better than those other short hose, &#34;easy to tip over &#34;, hard to empty, small vacs.",4,Good product,1393545600,2,2014,Home and Tools,female,0.99,1,0,0,37,2
A12G5MFFCCJ49Q,sue,0,1,"After using this filter for a few months, I have found it to be an impractical choice. Although it was easy to install onto the faucet, the water flow from the unit slows from a small stream of water to a slow drip after about a week. Originally, I thought it may have just been a fault of the included filter shipped with the unit, but the problem persists with all of them. Changing out filter cartridges every week is altogether inefficient and too expensive! I'm also concerned about the intense water pressure from a faucet turned all the way up causing serious damage to the plumbing. Saving a few bucks on the unit is not worth all the aggravation. Thanks, but no thanks, Culligan,",1,I do not like this faucet mount filter at all!,1392768000,2,2014,Home and Tools,female,1,1,0,0,125,10
A2UYY2FK8Y8XNH,sue,0,1,it's ok but  bigger than he wanted  he'll use it with his jeans but not with dress pants  thanks anyway,4,larger than hoped for,1392940800,2,2014,Home and Tools,female,1,1,0,0,20,4
A23T696CIXXAY9,anna,0,1,"The top doesn't latch on. It was sent to me with the latch broken. :-( when we use it, the top comes off, and paint spills out.",1,item was broken,1391904000,2,2014,Home and Tools,female,1,1,0,0,27,3
AK4AK97VSSKO0,erin,0,1,Totally helped my skin and hair feel softer after just a few days. This showerhead is a MUST have for your house. We have all noticed a difference and we will definitely continue to use this product.,5,Awesome!,1391558400,2,2014,Home and Tools,female,0.99,1,0,0,37,1
A3EX0142OT5ITU,judy,0,1,"The blade was perfect as a gift for my son-in-law, but since it was not in it's original packaging, we had to go on-line to learn about its use and safety instructions.  It did arrive quickly and in time for Christmas.",4,Very nice blade at a good price,1391558400,2,2014,Home and Tools,female,1,1,0,0,41,7
A1XPRH73YCMB7V,lori,0,1,I bought this as a gift. I had some issues with the order at first. After 3 phone calls it was shipped. The first person I spoke to assured me that the problem was fixed. But it was not even adressed. The second person I spoke with fixed one issue. The third call was a success.,5,bully dog,1393200000,2,2014,Home and Tools,female,1,1,0,0,56,2
A2ZMHHBH6VB9KK,becky,0,2,had trouble getting internet in my bedroom through several walls.  have not had trouble since.  great product at a great price.,5,works great,1392249600,2,2014,Home and Tools,female,1,1,0,0,21,2
A1OSOKJLPO8CU3,carla,0,1,haven't put these to use yet but believe they will be exactly what we need.  Important to get the right drill bits based on hammer or impact drill.,4,happy with it,1391385600,2,2014,Home and Tools,female,1,1,0,0,28,3
AO37XNHRYPKKJ,carol,0,1,The description made me think I was getting the 2 pack as these batteries usually come.  So I thought this was a great price.  It turns out there was only 1 battery (what could I do with 1?),1,Mistake in reading description,1393286400,2,2014,Home and Tools,female,0.99,1,0,0,38,4
A7VNTMG2R8ONE,debra,0,1,"Then it was a trick to get it to change directions, I've NEVER met an air ratchet that lasted and this one was a disappointment, and I lubed it daily and ONLY use it when needed, now it won't change directions and the repair kit is $75, I'll just buy a new one but NOT this brand or model.",2,Worked well for about 1 month,1392940800,2,2014,Home and Tools,female,1,1,0,0,59,6
A9UFJST3OV7GI,diane,0,1,"This item was mixed in with TSA locks which is what I wanted.  No problem with the provider, but with Amazon's filters.  I returned the locks but had to absorb the cost of shipping.",1,Not the product that I needed,1392595200,2,2014,Home and Tools,female,0.99,1,0,0,34,6
A340EN2QFQGNS9,holly,0,3,"these glue sticks are huge, way to big for my glue gun. I should have just purchased them at a craft store for less money.",1,jumbo glue sticks,1392249600,2,2014,Home and Tools,female,0.99,1,0,0,25,3
A10LX31FU3ODJI,julia,0,2,Gave them to my wife. It's better to go to the hardware store to test sizes and the fit and comfort.,2,Too small!!!,1393545600,2,2014,Home and Tools,female,0.99,1,0,0,21,2
A2XMDFZO4CE0FL,karen,0,1,Wow....what a great product ... gave this as a Christmas present to my son ... he keeps thanking me for it .... very sturdy and heavy ... i about pulled my back out when I lifted the box but am very pleased with this product.,5,My son uses this in his shop on a regular basis,1392076800,2,2014,Home and Tools,female,1,1,0,0,45,11
ANOAU12JXUIYT,karen,0,1,"locking screw hard to get to, resesed too much should be more accesable i can't type anymore ok good bye",5,new tool,1393459200,2,2014,Home and Tools,female,1,1,0,0,20,2
A1COCIRYN8CQVY,karen,0,1,"This is a good item. Make sure you have a tiny screwdriver otherwise you won't be able to put the battery in it. Very load alarm, bright strobe.",5,Security,1391299200,2,2014,Home and Tools,female,1,1,0,0,28,1
AC1X0CKR4KZNB,kathy,0,1,The bit broke off first time I used it after a shorn run on a piece of oak I was working on.Its probably made in china in any case I would never buy another freud bit or recommend it to anyone.,1,Freud 75-102 1/4 double flute spiral bit,1393372800,2,2014,Home and Tools,female,1,1,0,0,41,7
A39XBJ3B545GR2,linda,0,1,Was just what we ordered.  A little trouble lining up the holes with the existing ones but made it work.,4,"Baldwin 0102.003 Colonial Door Knocker, Lifetime Polished Brass",1393027200,2,2014,Home and Tools,female,1,1,0,0,20,8
A386ZHTLE1NZQD,maira,0,1,very  happy a great product I purchase for my kids and they love it before they spend a lots a money on bottle water not any more,5,saving money,1392422400,2,2014,Home and Tools,female,1,1,0,0,27,2
AX40E2FAATGVB,maria,0,1,"We were sent the wrong type of can .  We ordered two colors, the yellow was great, but the white did not have the same tip that would accommodate the striping machine.",1,"Not the paint, but the Spray tip.",1393200000,2,2014,Home and Tools,female,0.99,1,0,0,32,7
A32ULKGX0PK2E5,nancy,0,1,"I use this to cut myself when I am really lonely. Not really, great for shanking random people on the street though! GTA Style",5,Well...,1391212800,2,2014,Home and Tools,female,1,1,0,0,24,1
A3UQM10CRFVRUM,suzie,0,1,My grandson was so very pleased with this pocket knife.  All the men in the family advised me to buy this brand and I am glad I did,5,Not just for seniors!,1391558400,2,2014,Home and Tools,female,1,1,0,0,28,4
A2HALAH8A1LP2G,suzie,0,1,The item seems good  although the item has had changes that make the product not as &#34;top of the line&#34; as it used to be. Costs cut backs or now made in China? I would have paid more for it to be made in the USA and have the same quality as before.....I have 30+ years in consumer buying mfg so I understand the changes but can see how it will hurt America over all...and the food industry is really in BIG trouble as well as the people that live in this country. I can see us be a third world county at this rate....so sad,4,Yes it Maglite but.....,1393372800,2,2014,Home and Tools,female,1,1,0,0,106,4
AC71PZCRIA1VY,trish,0,1,here is another mis repentation of the product i was told that it would work with it so had to send it back,5,wont work will compressor,1392940800,2,2014,Home and Tools,female,1,1,0,0,23,4
A18VWWTYGGR18Y,vicki,0,2,Careful with this if you are in a tight space - it puts off a tremendous amount of heat and I worry someone could be burned easily if they tripped a fell against it.  It does put out a lot of light.  But there are probably better options out there.,1,Wouldn't buy again.,1392854400,2,2014,Home and Tools,female,1,1,0,0,50,3
AUFG7THW8UBHU,brenda,0,1,The piler's were just as describe. My boyfriend wanted these for work he was very pleased with the pliers and the price!,4,Plier,1392249600,2,2014,Home and Tools,female,0.99,1,0,0,22,1
A2AG2JJKMBPKB0,carmen,0,1,"The kit was gold color. The chain on the swag lamp (Nuvo 60/1276 Hanging Dome With Champagne Glass, Mahogany Bronze) was a bronze chain, that I purchased with it. I contacted amazon and they were suppose to send via email a label so I could return it. I still have the kit, I don't want it  and have not seen a credit on my credit card.Please let me know what to do.",1,I do not like the 70480 Swag Lamp Kit. I already notified Amazon and have not received the Label to return it.,1392681600,2,2014,Home and Tools,female,1,1,0,0,72,22
A1UP2BC6AWRAST,evelyn,0,1,Received this light and after using one time for about 5 minutes discovered it was not nearly as bright as some $30 lights we own so boxed it up and requested a return.  They were very prompt with their reply so that was good.  What was NOT good was the $20 they did not return to us for their restocking fee - so including shipping we lost over $27 because their product was not up to par!,1,POOR product and PATHETIC customer service!,1392076800,2,2014,Home and Tools,female,1,1,0,0,77,6
APGGOR1S6ES86,joanne,0,1,"When set to normal charging mode, they turn on even when there is no electrical outtage. I threw away the boxes (I purchased 4 altogether) so cannot return them. Only one of the 4 works properly.The delivery was fast....to bad they were not working after only the first week of use!",2,Defective after one week,1392076800,2,2014,Home and Tools,female,1,1,0,0,51,4
A1R5OAPHMFUFLB,judith,0,5,The rubber base on this machine was missing...this was a complete gyp.  I am sure the owner knew the machine was incomplete when he listed and sold it.  This is the kind of thing that gives Amazon a bad name.,1,Part missing,1393286400,2,2014,Home and Tools,female,1,1,0,0,40,2
A2XNO9O5G26NUS,nicole,0,1,I bought this screwdriver set when my kids were given toys that all had to be taken apart to change batteries. I now keep this set in the kitchen. I use it all the time. Seem to be well made. They work very well!! I think this will be the last small screwdriver set I ever buy. (for kids' toys or jewelry).,5,Good Screwdriver Set for Kids Toys!!,1391472000,2,2014,Home and Tools,female,1,1,0,0,62,6
AUASO7P45SAS5,raquel,0,2,came with a battery for a garmin gps better off paying for something of quality i do not see any purpose,1,cheap  junk,1391385600,2,2014,Home and Tools,female,1,1,0,0,21,2
A2JSHEP596ZWKC,sandra,0,1,It isn't installed yet but we see no problem with the installation. I currently just have a ventilation fan but thought the light combination would be great. It will put a light next to the shower so you can see in the shower better.,5,Got to have one,1391904000,2,2014,Home and Tools,female,1,1,0,0,44,4
A1Y4F0L7XGDWLL,sherry,0,1,"It did not state that the thermostat won't go on until 38 degrees,  This is useless for me, as I was trying to heat my pipes at 50 degrees.  Would have been a great product if I could regulate the thermostat.",1,Heat Tape,1391731200,2,2014,Home and Tools,female,0.99,1,0,0,41,2
A19APZORYE8D6X,barbara,0,1,When I got this product I rec'd no directions on how to use it. Nothing was in the container no screws or mounts were there either,3,No directions,1393286400,2,2014,Home and Tools,female,1,1,0,0,26,2
A3V1JLND04QD4P,cynthia,0,1,I should have gotten longer cable for what I needed but I thought 3 feet would be  long enough. Can't afford to get another one at that cost.,4,Hearting Cable,1392508800,2,2014,Home and Tools,female,1,1,0,0,28,2
A26SYWPO0N46R,juanita,0,1,"As usual, this DEWALT item is quality.  I bought this for use with a 4 1/4&#34; DEWALT hole saw, and it works well, just like every DEWALT item I've ever purchased.  DEWALT kind of has you coming and going with their large diameter hole saws, because this is a &#34;must have&#34; item in order to use the hole saw.  It's pricy, but as usual, it works and you'll never have to buy a replacement.",5,Need this adapter with the larger diameter DEWALT hole saws,1393372800,2,2014,Home and Tools,female,1,1,0,0,74,10
A2O1IOMH601X9Q,justine,0,1,"I got it  quickly and it worked as it should. Slightly different size than the one I replaced, but still compatible",5,it lights up,1391904000,2,2014,Home and Tools,female,0.99,1,0,0,21,3
